SSC_CODE_2016,M_15_19_yr_Volunteer,M_15_19_yr_N_a_volunteer,M_15_19_yr_Voluntary_work_ns,M_15_19_yr_Tot,M_20_24_yr_Volunteer,M_20_24_yr_N_a_volunteer,M_20_24_yr_Voluntary_work_ns,M_20_24_yr_Tot,M_25_34_yr_Volunteer,M_25_34_yr_N_a_volunteer,M_25_34_yr_Voluntary_work_ns,M_25_34_yr_Tot,M_35_44_yr_Volunteer,M_35_44_yr_N_a_volunteer,M_35_44_yr_Voluntary_work_ns,M_35_44_yr_Tot,M_45_54_yr_Volunteer,M_45_54_yr_N_a_volunteer,M_45_54_yr_Voluntary_work_ns,M_45_54_yr_Tot,M_55_64_yr_Volunteer,M_55_64_yr_N_a_volunteer,M_55_64_yr_Voluntary_work_ns,M_55_64_yr_Tot,M_65_74_yr_Volunteer,M_65_74_yr_N_a_volunteer,M_65_74_yr_Voluntary_work_ns,M_65_74_yr_Tot,M_75_84_yr_Volunteer,M_75_84_yr_N_a_volunteer,M_75_84_yr_Voluntary_work_ns,M_75_84_yr_Tot,M_85ov_Volunteer,M_85ov_N_a_volunteer,M_85_ov_Voluntary_work_ns,M_85ov_Tot,M_Tot_Volunteer,M_Tot_N_a_volunteer,M_Tot_Voluntary_work_ns,M_Tot_Tot,F_15_19_yr_Volunteer,F_15_19_yr_N_a_volunteer,F_15_19_yr_Voluntary_work_ns,F_15_19_yr_Tot,F_20_24_yr_Volunteer,F_20_24_yr_N_a_volunteer,F_20_24_yr_Voluntary_work_ns,F_20_24_yr_Tot,F_25_34_yr_Volunteer,F_25_34_yr_N_a_volunteer,F_25_34_yr_Voluntary_work_ns,F_25_34_yr_Tot,F_35_44_yr_Volunteer,F_35_44_yr_N_a_volunteer,F_35_44_yr_Voluntary_work_ns,F_35_44_yr_Tot,F_45_54_yr_Volunteer,F_45_54_yr_N_a_volunteer,F_45_54_yr_Voluntary_work_ns,F_45_54_yr_Tot,F_55_64_yr_Volunteer,F_55_64_yr_N_a_volunteer,F_55_64_yr_Voluntary_work_ns,F_55_64_yr_Tot,F_65_74_yr_Volunteer,F_65_74_yr_N_a_volunteer,F_65_74_yr_Voluntary_work_ns,F_65_74_yr_Tot,F_75_84_yr_Volunteer,F_75_84_yr_N_a_volunteer,F_75_84_yr_Voluntary_work_ns,F_75_84_yr_Tot,F_85ov_Volunteer,F_85ov_N_a_volunteer,F_85_ov_Voluntary_work_ns,F_85ov_Tot,F_Tot_Volunteer,F_Tot_N_a_volunteer,F_Tot_Voluntary_work_ns,F_Tot_Tot,P_15_19_yr_Volunteer,P_15_19_yr_N_a_volunteer,P_15_19_yr_Voluntary_work_ns,P_15_19_yr_Tot,P_20_24_yr_Volunteer,P_20_24_yr_N_a_volunteer,P_20_24_yr_Voluntary_work_ns,P_20_24_yr_Tot,P_25_34_yr_Volunteer,P_25_34_yr_N_a_volunteer,P_25_34_yr_Voluntary_work_ns,P_25_34_yr_Tot,P_35_44_yr_Volunteer,P_35_44_yr_N_a_volunteer,P_35_44_yr_Voluntary_work_ns,P_35_44_yr_Tot,P_45_54_yr_Volunteer,P_45_54_yr_N_a_volunteer,P_45_54_yr_Voluntary_work_ns,P_45_54_yr_Tot,P_55_64_yr_Volunteer,P_55_64_yr_N_a_volunteer,P_55_64_yr_Voluntary_work_ns,P_55_64_yr_Tot,P_65_74_yr_Volunteer,P_65_74_yr_N_a_volunteer,P_65_74_yr_Voluntary_work_ns,P_65_74_yr_Tot,P_75_84_yr_Volunteer,P_75_84_yr_N_a_volunteer,P_75_84_yr_Voluntary_work_ns,P_75_84_yr_Tot,P_85ov_Volunteer,P_85ov_N_a_volunteer,P_85_ov_Voluntary_work_ns,P_85ov_Tot,P_Tot_Volunteer,P_Tot_N_a_volunteer,P_Tot_Voluntary_work_ns,P_Tot_Tot
SSC70138,9,35,6,47,6,37,3,52,3,79,15,91,43,107,14,163,34,89,17,136,8,67,6,81,10,49,5,68,9,27,0,34,0,3,0,3,117,492,60,673,13,31,8,54,10,27,7,34,26,76,13,122,52,75,5,141,49,83,16,155,25,67,9,103,19,39,12,70,6,15,4,24,0,4,0,4,204,415,76,701,20,70,15,101,9,63,8,89,30,153,24,212,98,182,21,297,80,171,31,290,29,130,18,180,35,89,12,138,13,38,7,50,0,10,0,10,322,911,139,1371
SSC70139,0,33,7,36,18,107,13,137,36,222,26,275,24,120,11,160,8,45,8,62,3,15,3,26,0,9,0,8,0,0,0,0,0,0,0,0,89,555,62,712,10,28,8,48,31,99,15,137,43,201,22,264,30,125,19,176,12,51,5,62,4,24,5,39,0,13,0,9,0,0,0,0,0,0,0,0,126,538,70,729,9,61,12,85,48,202,22,274,76,423,41,546,53,246,32,330,18,93,11,123,10,44,12,63,0,15,0,24,0,0,0,0,0,0,0,0,220,1096,130,1445
SSC70140,0,12,3,15,3,12,7,19,4,16,3,29,3,21,8,29,3,21,8,31,4,7,3,12,3,0,0,3,0,0,0,0,0,0,0,0,21,90,21,138,0,7,0,12,0,7,5,15,0,19,11,33,0,8,3,15,3,19,5,22,0,6,0,11,3,6,0,9,0,0,0,0,0,0,0,0,8,84,21,117,0,21,7,26,0,17,10,31,6,38,16,62,3,28,8,39,7,40,8,57,4,12,0,20,3,3,3,15,0,0,0,0,0,3,0,3,29,176,46,250
SSC70141,3,8,3,14,0,7,0,15,3,20,5,29,3,7,0,16,3,14,5,16,4,3,3,14,0,0,0,3,0,3,0,3,0,0,0,0,18,69,21,104,0,11,3,8,3,15,4,23,0,24,5,32,0,11,0,20,6,15,3,27,3,9,0,8,0,9,0,7,0,3,0,3,0,0,0,0,16,89,22,128,3,17,6,21,3,23,7,37,3,39,11,56,4,24,0,33,13,25,8,43,8,16,3,25,0,6,0,13,0,8,0,6,0,0,0,0,35,158,37,230
SSC70142,0,6,12,25,0,11,3,15,0,25,0,24,0,23,10,33,4,21,5,28,0,16,7,24,0,3,0,3,0,4,0,3,0,0,0,0,9,109,38,157,3,8,15,24,3,19,4,21,0,20,5,30,0,23,8,31,3,14,5,24,0,9,0,9,0,13,4,16,0,5,5,8,0,0,0,0,14,110,43,165,4,17,32,54,3,28,6,39,3,46,5,59,3,44,14,65,4,31,13,53,0,26,7,35,0,14,4,18,0,7,4,11,0,0,0,0,19,219,87,323
SSC70143,34,139,29,203,18,136,22,170,55,248,54,361,65,246,39,351,43,223,44,307,45,218,38,299,22,98,21,135,0,26,3,28,0,10,0,11,282,1332,243,1859,27,115,29,172,26,98,28,146,75,286,63,421,77,246,42,368,78,222,41,341,58,197,41,300,16,91,11,113,7,39,8,47,0,10,3,13,367,1309,266,1938,66,256,57,373,46,228,44,323,125,534,119,781,145,499,84,717,122,446,88,654,103,418,74,592,34,184,27,247,6,61,7,79,0,18,3,27,646,2639,505,3793
SSC70144,7,21,9,27,11,31,13,51,16,90,42,153,16,54,18,80,22,56,23,101,21,56,18,95,10,40,17,62,0,18,6,26,0,7,0,6,97,371,154,619,5,20,7,37,20,30,20,70,28,75,40,140,12,56,16,82,25,71,35,131,22,58,11,91,7,19,3,27,3,13,10,24,0,4,3,9,127,356,138,617,9,41,13,63,24,60,28,119,42,171,81,300,30,111,33,165,46,128,57,233,42,114,33,187,13,57,22,94,3,25,11,45,3,15,8,20,216,723,289,1230
SSC70145,10,79,45,142,9,69,17,93,33,184,51,265,43,126,40,209,37,132,46,210,23,76,24,123,7,61,19,87,0,15,11,28,0,0,0,3,163,743,246,1158,15,56,31,102,14,62,16,89,51,184,56,295,44,135,42,227,35,107,44,187,31,88,30,145,14,43,17,74,6,10,4,18,0,0,0,3,209,693,238,1144,30,136,77,239,26,134,32,183,87,371,106,560,90,262,81,429,73,243,92,405,51,161,53,266,26,103,30,153,6,30,12,47,0,3,3,5,381,1434,489,2297
SSC70146,3,17,13,40,8,29,7,41,29,61,41,130,9,50,22,78,12,63,20,97,11,77,47,136,9,45,17,75,0,7,13,22,0,0,8,9,71,356,190,621,0,27,7,37,6,33,10,54,31,71,47,142,20,57,32,114,24,65,34,120,14,52,21,83,3,26,7,41,0,4,8,16,0,0,3,3,98,333,174,611,7,42,21,73,11,65,23,100,54,138,84,270,30,109,50,191,33,129,51,219,19,128,72,214,16,77,28,115,0,10,26,39,0,0,7,6,173,697,366,1231
SSC70147,0,4,0,4,0,10,0,16,3,11,0,10,0,7,0,11,4,13,0,17,0,14,3,18,4,16,0,25,0,14,3,25,0,9,0,9,13,100,11,126,0,3,3,5,0,8,0,8,4,14,0,18,7,10,0,16,3,9,0,18,0,16,0,16,5,26,0,33,3,36,0,38,4,24,3,31,21,144,16,184,0,4,0,9,4,14,0,23,6,19,7,34,7,17,3,22,5,20,4,31,0,27,3,30,10,40,0,56,5,51,9,65,4,36,3,42,42,244,30,309
SSC70148,0,13,5,13,0,11,0,16,3,24,0,22,0,26,0,22,0,13,13,22,0,10,0,13,0,8,0,7,0,0,0,0,0,0,0,0,5,101,16,125,3,7,12,22,0,19,0,22,4,33,0,39,0,32,6,37,0,16,4,23,0,24,8,32,0,9,0,9,0,3,0,3,0,0,0,0,16,139,27,180,3,14,18,37,0,33,0,35,10,52,0,66,0,54,7,58,0,28,14,45,3,36,8,41,0,18,0,15,0,0,0,4,0,0,0,0,20,238,45,306
SSC70149,3,11,3,12,8,15,0,23,0,24,3,29,7,16,0,25,4,13,6,25,5,17,4,29,4,13,4,22,0,0,0,0,0,4,0,3,29,113,29,169,4,13,3,23,3,16,0,21,6,20,6,35,9,10,7,27,9,14,0,26,12,12,3,28,0,11,0,12,0,0,0,4,0,0,0,0,41,95,34,168,8,21,11,33,6,29,0,36,5,47,11,61,15,25,10,50,16,32,6,53,21,32,12,63,3,24,5,35,0,3,0,5,0,4,3,7,71,207,56,339
SSC70150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70151,0,0,3,3,0,3,0,5,0,7,0,11,0,4,0,4,0,10,0,9,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,28,4,34,0,0,0,4,0,0,0,0,0,8,3,10,0,10,0,14,0,6,0,6,0,5,0,5,0,3,0,0,0,3,0,3,0,0,0,0,3,35,6,42,0,4,4,3,0,3,0,5,0,14,3,19,0,15,0,14,0,11,0,17,0,4,0,5,0,4,0,3,0,4,0,4,0,0,0,0,3,59,6,73
SSC70152,0,12,17,38,0,15,0,21,11,34,8,45,3,26,4,37,4,19,3,31,3,9,3,16,0,3,0,4,0,0,0,0,0,0,0,0,30,125,36,186,0,15,7,22,0,18,0,18,7,38,3,54,0,31,0,36,12,27,3,37,7,9,3,18,8,0,0,8,0,3,0,3,0,0,0,0,35,140,23,199,4,34,25,60,0,29,0,38,16,72,7,101,11,57,0,71,16,45,4,67,11,20,7,33,5,4,0,14,0,3,0,3,0,0,0,0,61,266,53,387
SSC70153,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,5,0,4,0,11,0,6,0,11,3,8,3,15,0,0,0,0,0,0,0,0,9,30,14,44,0,0,0,0,0,0,0,0,0,3,0,5,0,3,0,6,4,4,0,6,3,3,4,12,0,10,4,13,0,0,0,0,0,0,0,0,9,20,12,38,0,0,0,0,0,3,0,5,0,5,0,8,3,3,3,10,3,12,0,11,4,10,10,20,7,13,4,26,0,0,0,0,0,0,0,0,15,50,23,86
SSC70154,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5
SSC70155,0,16,4,20,0,7,0,12,3,12,0,18,3,16,9,24,10,22,0,33,5,16,5,26,4,13,3,21,0,4,0,7,0,0,0,0,20,110,29,155,0,4,3,5,0,5,0,5,0,9,0,14,4,12,5,23,7,24,3,32,0,16,4,18,3,11,0,15,0,0,0,3,0,0,0,0,22,77,20,121,0,18,6,24,0,14,0,11,4,22,0,32,6,31,12,48,16,47,7,69,6,29,9,44,5,25,4,34,0,5,0,10,0,0,0,0,43,186,48,282
SSC70156,3,6,12,21,0,13,5,13,3,22,6,32,9,11,11,32,10,14,15,43,3,21,16,47,0,10,8,25,5,4,4,17,0,0,0,0,30,107,82,215,0,4,4,11,0,7,5,9,6,14,8,30,7,12,5,29,13,7,17,40,6,12,15,33,4,6,7,19,0,7,3,7,0,0,0,0,41,70,77,185,9,8,9,31,0,17,13,28,4,39,17,61,16,30,16,60,21,23,37,82,6,33,35,76,4,17,20,44,5,13,6,22,0,0,0,0,70,180,154,404
SSC70157,0,5,0,7,0,16,0,16,0,18,0,19,0,10,0,10,0,9,0,12,0,5,0,5,0,0,0,0,0,5,0,5,0,0,0,0,0,68,3,70,0,3,0,4,0,12,0,20,0,16,3,19,0,14,6,15,0,9,0,12,0,13,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,77,14,95,0,10,3,11,0,26,0,28,0,36,4,44,0,22,6,29,0,18,3,19,0,18,0,15,0,5,0,5,0,3,0,3,0,0,0,0,0,142,18,162
SSC70158,8,61,11,83,8,54,10,64,23,108,14,149,43,109,23,175,32,109,20,156,28,68,21,119,7,24,13,43,0,5,0,7,0,0,0,0,151,545,113,807,11,37,5,53,9,42,3,56,39,121,26,184,55,111,21,184,49,119,17,187,23,81,20,118,10,29,12,50,11,15,0,25,3,0,0,6,204,550,106,864,21,91,20,137,14,97,13,120,65,230,43,330,91,225,41,357,77,231,36,342,51,149,37,242,21,56,22,91,8,22,0,36,3,5,0,8,355,1098,215,1665
SSC70159,11,43,12,59,23,114,43,183,69,354,114,534,53,210,52,320,59,195,41,292,42,147,21,210,24,83,16,126,4,36,3,50,0,11,3,16,278,1192,314,1787,7,46,11,63,20,90,23,128,95,324,61,471,53,155,24,238,60,152,18,226,45,120,9,172,25,47,12,86,7,13,5,29,5,3,0,8,304,948,167,1426,19,81,21,124,36,207,66,312,161,677,180,1013,103,367,81,556,120,341,55,518,84,264,36,380,48,131,30,210,11,54,12,71,5,18,3,22,581,2143,485,3207
SSC70160,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,7,12,21,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,3,0,0,4,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,4,5,10,17,0,0,0,3,0,0,3,3,0,4,3,4,0,0,5,3,3,0,0,3,0,0,3,8,0,4,0,9,0,0,0,3,0,0,0,0,7,9,19,36
SSC70161,23,108,17,147,18,129,15,158,31,277,33,348,65,239,22,333,69,237,27,326,44,218,38,298,23,143,16,175,9,47,3,56,3,3,0,3,278,1403,174,1852,29,88,9,121,22,83,11,118,54,272,29,359,76,246,27,350,73,249,29,360,66,222,28,307,28,111,13,146,11,45,10,69,0,11,0,10,361,1320,155,1844,52,194,28,269,39,218,19,277,91,548,65,704,143,483,53,685,144,489,57,683,105,439,59,610,46,251,25,325,19,87,15,125,3,15,0,18,641,2727,328,3693
SSC70162,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,7,3,8,3,9,0,16,0,14,7,17,0,3,0,3,0,0,0,0,4,36,9,53,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,7,0,9,0,15,0,13,4,13,0,3,0,3,0,0,0,0,3,33,12,47,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,7,0,9,3,14,3,22,3,29,0,25,10,33,0,4,3,10,0,0,0,0,7,71,17,94
SSC70163,0,0,0,3,0,0,0,0,0,3,0,6,0,0,0,4,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,4,15,0,0,0,3,0,0,0,0,0,9,0,6,0,0,3,3,0,3,3,3,0,4,0,3,0,3,0,4,0,0,0,0,0,0,0,0,4,13,4,26
SSC70164,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,3,0,3,0,7,0,0,0,0,0,0,0,0,0,10,7,15,0,0,0,0,0,0,0,0,0,3,0,4,0,4,4,8,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,4,10,16,0,0,5,5,0,0,0,0,0,3,0,4,0,3,4,5,0,0,4,7,0,3,0,5,0,3,3,8,0,0,0,0,0,0,0,0,4,17,11,34
SSC70165,0,13,14,24,0,7,3,13,4,12,6,21,3,23,7,37,4,25,11,41,4,21,3,27,5,9,3,18,0,0,0,4,0,0,0,0,25,122,50,193,3,10,3,22,0,17,4,23,7,18,5,30,5,23,4,33,6,21,4,30,6,19,6,34,0,3,0,3,0,0,3,4,0,0,0,0,29,107,38,174,6,23,17,48,0,24,10,29,8,32,14,49,13,48,16,73,4,49,14,69,11,41,11,67,4,16,4,24,0,3,3,5,0,0,0,0,50,226,89,367
SSC70166,0,0,0,0,0,6,0,9,0,15,0,16,0,13,0,11,0,5,0,11,0,10,0,11,3,0,0,3,0,0,0,0,0,0,0,0,4,52,4,64,0,3,0,3,0,3,0,9,0,9,0,15,5,12,0,13,3,5,0,7,0,3,0,7,0,0,0,4,0,0,0,0,0,0,0,0,13,45,6,58,0,7,0,6,3,12,0,20,4,29,0,31,6,20,0,25,3,11,3,18,0,12,0,15,4,0,0,3,0,0,0,0,0,0,0,0,14,98,8,119
SSC70167,4,54,9,69,3,37,13,50,17,107,30,149,23,81,13,126,32,80,15,129,20,53,9,85,4,49,4,56,4,16,4,30,0,3,0,3,113,474,109,696,12,41,8,59,4,31,8,42,24,114,15,161,45,78,19,141,36,73,19,127,22,49,9,89,22,44,10,70,3,13,0,22,0,0,0,0,173,452,97,712,18,97,21,132,8,68,19,93,44,223,50,310,67,167,30,259,67,147,31,254,46,104,20,169,29,92,19,133,7,32,6,46,0,3,0,7,282,927,199,1404
SSC70168,15,62,4,81,10,60,0,70,31,159,15,204,49,153,16,214,28,105,12,147,7,41,3,50,9,18,0,24,0,6,0,6,0,0,0,0,142,598,51,795,17,63,9,87,8,69,4,80,46,164,13,223,49,147,15,205,30,83,10,128,8,36,7,53,9,19,0,29,0,7,0,9,0,0,0,0,165,592,52,817,29,122,17,167,19,125,3,148,78,331,27,433,94,298,27,417,63,191,26,275,20,72,10,98,19,32,3,55,0,20,0,17,0,0,0,0,313,1185,106,1612
SSC70169,11,72,18,99,5,57,13,69,35,159,41,226,45,154,25,219,31,149,13,189,28,150,18,199,12,76,15,105,0,23,0,25,0,7,0,11,162,846,146,1148,24,63,19,102,21,63,15,99,40,157,41,237,44,153,22,220,54,140,28,227,34,133,26,195,10,67,11,88,0,27,7,31,0,4,0,6,231,797,169,1204,28,137,30,201,22,124,23,167,70,311,83,466,87,305,52,445,86,286,42,416,60,279,48,391,22,136,28,192,4,51,7,60,0,13,0,15,390,1641,312,2350
SSC70170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7
SSC70171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70172,5,62,17,87,17,89,10,116,22,177,25,222,25,108,93,224,9,99,11,119,9,52,12,71,5,12,0,16,0,3,0,4,0,0,0,0,97,601,166,865,5,75,14,90,13,98,12,126,36,147,27,209,16,105,68,191,22,83,28,126,17,54,4,76,0,10,0,10,0,4,0,11,0,3,0,3,103,574,155,831,12,138,24,182,29,189,29,238,53,318,55,432,41,214,158,412,33,181,37,244,22,103,17,147,7,15,0,25,0,9,3,9,0,3,0,3,200,1169,329,1694
SSC70173,0,0,0,4,0,0,0,0,0,6,0,6,0,3,0,10,3,7,0,4,3,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,26,4,40,0,0,0,0,0,0,0,0,0,3,0,5,3,7,0,11,0,4,0,5,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,17,3,27,0,0,0,4,0,3,0,4,0,12,0,12,4,8,0,17,4,9,0,11,4,15,0,19,0,0,0,0,0,0,0,0,0,0,0,0,15,45,5,66
SSC70174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,10
SSC70176,7,6,0,16,6,19,0,28,6,23,7,34,12,44,3,65,21,49,8,79,11,34,8,54,0,10,4,18,0,3,0,4,0,0,0,0,69,204,28,293,0,12,0,19,0,9,0,15,6,31,0,40,27,28,3,52,24,33,0,61,9,30,6,41,0,11,3,11,0,6,0,7,0,0,0,0,67,162,19,252,14,23,0,35,9,31,4,36,10,53,12,78,42,73,10,115,45,88,9,137,17,70,12,97,0,23,8,27,0,12,3,13,0,3,0,3,130,363,48,545
SSC70177,0,12,4,19,0,9,6,15,0,21,10,27,4,39,3,42,3,44,12,57,3,39,11,49,0,15,4,18,0,4,4,12,0,0,0,0,16,182,43,242,0,8,4,12,0,4,0,8,3,22,6,29,3,23,5,30,4,30,8,43,0,14,0,14,0,12,4,14,0,3,0,4,0,0,0,0,16,112,21,147,0,19,5,26,0,14,4,19,3,39,8,51,7,60,9,78,6,74,16,100,6,54,6,67,0,30,5,32,0,9,4,14,0,0,0,0,26,299,66,390
SSC70178,11,29,9,49,3,38,17,57,17,88,31,129,18,75,23,112,26,80,14,121,27,101,13,144,9,63,4,76,0,18,3,21,0,7,0,7,111,494,113,719,8,22,4,36,9,25,10,35,19,85,17,116,25,68,0,99,28,78,14,119,27,89,12,124,14,56,3,69,3,14,0,13,0,5,0,5,120,431,58,615,15,47,12,82,9,58,25,97,30,167,44,244,44,141,21,213,53,161,31,241,50,187,22,267,24,116,6,150,4,30,3,41,0,8,0,8,231,928,174,1333
SSC70179,0,3,0,3,6,9,8,18,3,3,11,17,0,18,9,28,5,18,8,32,0,26,10,35,3,14,4,26,3,3,4,10,0,0,0,0,23,89,51,170,0,3,0,5,0,3,0,3,3,11,3,17,3,7,9,20,9,17,10,30,8,16,12,32,3,4,10,19,3,3,0,8,0,0,0,0,28,67,37,129,0,8,3,14,6,14,8,21,10,12,9,29,8,22,18,44,14,37,19,66,10,34,19,70,5,24,14,41,5,5,4,15,0,0,0,0,58,153,86,302
SSC70180,0,7,4,12,0,10,3,15,4,23,3,28,8,22,4,28,11,18,6,37,4,14,3,22,8,13,0,17,0,0,0,3,0,0,0,0,32,115,17,171,0,4,3,11,0,6,0,12,3,6,4,9,0,8,0,8,4,11,0,11,10,13,4,26,0,16,4,16,0,0,0,0,0,0,0,0,19,62,17,93,0,14,6,24,0,17,5,23,5,27,7,40,8,27,4,39,11,27,6,46,13,27,10,49,5,23,3,38,0,0,0,3,0,0,0,0,46,175,36,261
SSC70181,3,24,5,32,0,19,0,22,0,33,4,35,19,48,8,71,13,32,4,54,8,35,9,55,3,26,6,38,0,14,7,17,0,0,0,0,57,221,44,322,10,8,5,23,4,4,0,9,3,34,10,48,27,39,12,76,15,21,6,46,12,28,4,41,3,19,4,29,5,10,3,13,0,3,3,3,77,157,40,278,12,35,7,52,5,22,0,28,3,65,16,78,45,85,20,148,31,50,13,97,18,62,16,94,5,46,16,66,5,19,11,34,0,3,3,3,131,385,90,606
SSC70182,0,0,3,3,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,17,0,0,12,12,0,0,9,9,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,24,30
SSC70183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC70184,0,0,0,0,0,0,0,4,0,9,0,11,0,3,0,3,0,5,0,6,0,4,0,3,0,4,0,3,0,0,0,0,0,0,0,0,5,22,3,37,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,7,10,3,16,0,0,0,0,0,0,0,4,5,9,0,13,3,5,0,4,3,5,3,12,0,5,0,9,0,10,0,10,0,0,0,0,0,0,0,0,14,32,6,53
SSC70185,0,17,0,24,3,16,0,23,10,16,0,24,4,25,0,34,3,22,0,30,0,18,0,20,0,3,0,3,0,0,0,0,0,0,0,0,21,122,3,146,4,16,0,17,0,21,0,21,0,32,0,28,3,18,0,21,4,26,0,30,0,21,0,16,0,4,0,3,0,3,0,3,0,0,0,0,18,134,0,148,7,39,0,41,3,38,0,40,9,46,0,56,9,43,0,53,6,55,0,60,3,34,0,40,0,9,0,6,0,3,0,3,0,0,0,0,37,255,8,295
